iter	Precision	Logloss
112	0.8689655172	0.5997306607
113	0.8689655172	0.5991107666
114	0.8689655172	0.5983210306
115	0.8689655172	0.5976554502
116	0.8689655172	0.5970184664
117	0.8689655172	0.5963812383
118	0.8811188811	0.5956178176
119	0.875	0.5949850519
120	0.875	0.5944105627
121	0.875	0.5936835294
122	0.875862069	0.5929015993
123	0.875862069	0.5922140606
124	0.8698630137	0.5916608903
125	0.875	0.5910437829
126	0.8689655172	0.5902644821
127	0.8811188811	0.5895349127
128	0.875	0.5888502234
129	0.8689655172	0.5880861103
130	0.8811188811	0.5876280788
131	0.875	0.5869599331
132	0.875862069	0.5862003634
133	0.875862069	0.5854493649
134	0.8698630137	0.5849015522
135	0.875862069	0.5842745626
136	0.8689655172	0.5839988844
137	0.875	0.5833661053
138	0.875	0.5826902952
139	0.875	0.5819877
140	0.8689655172	0.5813490677
141	0.875	0.5808877539
142	0.8689655172	0.5801416232
143	0.8689655172	0.5794564633
144	0.875	0.5789576568
145	0.875	0.5784685022
146	0.8689655172	0.5779362505
147	0.875	0.5772272894
148	0.875	0.5766328065
149	0.8689655172	0.5760937562
150	0.8689655172	0.5754346889
151	0.875	0.5747485487
152	0.8811188811	0.5740591309
153	0.8811188811	0.5733100857
154	0.8811188811	0.5728001817
155	0.8811188811	0.5720925237
156	0.8811188811	0.5713767904
157	0.8811188811	0.5707419205
158	0.875	0.5701072902
159	0.875	0.5694328297
160	0.8811188811	0.5687162054
161	0.8811188811	0.5680546363
162	0.8811188811	0.5674795661
163	0.8811188811	0.5667635128
164	0.8811188811	0.5661801386
165	0.8811188811	0.5655593436
166	0.8811188811	0.5649288261
167	0.8811188811	0.564239777
168	0.8811188811	0.5636360163
169	0.8811188811	0.5630275387
170	0.8811188811	0.5624741785
171	0.8811188811	0.5618893077
172	0.8811188811	0.5612308314
173	0.8811188811	0.5606486177
174	0.8811188811	0.5601689318
175	0.8811188811	0.5596281268
176	0.8811188811	0.5590589636
177	0.8811188811	0.5586479519
178	0.8811188811	0.5581219294
179	0.8811188811	0.5576760534
180	0.8811188811	0.5570883788
181	0.8811188811	0.5564917077
182	0.8811188811	0.5559831788
183	0.8811188811	0.5552436707
184	0.8811188811	0.5547058662
185	0.8811188811	0.5541139559
186	0.8811188811	0.5534731835
187	0.8811188811	0.5530634728
188	0.8811188811	0.5525819466
189	0.875	0.5520789599
190	0.8811188811	0.5514820939
191	0.875	0.5509658166
192	0.875	0.550380403
193	0.8811188811	0.5497492012
194	0.875	0.5491037683
195	0.875	0.5485943671
196	0.875	0.5480727336
197	0.875	0.5475142336
198	0.875	0.5468899649
199	0.875	0.5463031144
200	0.875	0.5457525397
201	0.875	0.5452667519
202	0.875	0.544806327
203	0.875	0.5443084173
204	0.875	0.5437447473
205	0.875	0.5432255052
206	0.875	0.542631638
207	0.875	0.5420120615
208	0.875	0.5415037086
209	0.875	0.5409956012
210	0.875	0.5405055671
211	0.875	0.539952392
212	0.875	0.5394078671
213	0.875	0.5387935924
214	0.875	0.5382648472
215	0.875	0.5376227352
216	0.875	0.5371165801
217	0.875	0.5366582626
218	0.875	0.5360663846
219	0.875	0.535488603
220	0.875	0.5349651117
221	0.875	0.5343738796
222	0.875	0.5339039301
223	0.875	0.5333913721
224	0.875	0.5329223244
225	0.875	0.5324556997
226	0.875	0.5319558349
227	0.875	0.5314947911
228	0.875	0.5309946895
229	0.875	0.530466174
230	0.875	0.5299349596
231	0.875	0.5295244895
232	0.875	0.5290007042
233	0.875	0.5284748114
234	0.875	0.5279108112
235	0.875	0.5274655301
236	0.875	0.5269699244
237	0.875	0.5264521124
238	0.875	0.5260250456
239	0.875	0.5255555841
240	0.875	0.524978071
241	0.875	0.5244856314
242	0.875	0.5239193165
243	0.875	0.5234978611
244	0.875	0.5229738106
245	0.875	0.5225087513
246	0.875	0.5219604231
247	0.875862069	0.5214272831
248	0.875862069	0.5208820476
249	0.8819444444	0.5204046879
250	0.875862069	0.5199253451
251	0.8827586207	0.5193868678
252	0.8819444444	0.518839013
253	0.8767123288	0.5182732814
254	0.8827586207	0.5177980221
255	0.8827586207	0.5172230923
256	0.8827586207	0.5167225707
257	0.8767123288	0.5162968376
258	0.8767123288	0.5158966684
259	0.8767123288	0.5154291902
260	0.8767123288	0.515085632
261	0.8767123288	0.5146293603
262	0.8767123288	0.5142009213
263	0.8767123288	0.5137491753
264	0.8767123288	0.5132221459
265	0.8767123288	0.5127085606
266	0.8767123288	0.512250081
267	0.8767123288	0.511784237
268	0.8767123288	0.5113181769
269	0.8767123288	0.5108352387
270	0.8767123288	0.5103259227
271	0.8767123288	0.5099068489
272	0.8767123288	0.5095640116
273	0.8767123288	0.5090378588
274	0.8767123288	0.5086126006
275	0.8767123288	0.5080659106
276	0.8767123288	0.5077821519
277	0.8767123288	0.5073445477
278	0.8767123288	0.5068525082
279	0.8767123288	0.5063981582
280	0.8827586207	0.5059580984
281	0.8888888889	0.5057250604
282	0.8888888889	0.50531922
283	0.8888888889	0.5048806349
284	0.8888888889	0.5043792487
285	0.8888888889	0.5039006493
286	0.8888888889	0.5034680161
287	0.8888888889	0.5029709865
288	0.8888888889	0.5025167914
289	0.8888888889	0.502083719
290	0.8827586207	0.5016415666
291	0.8767123288	0.5012249638
292	0.8767123288	0.5007231629
293	0.8827586207	0.5002348726
294	0.8827586207	0.499783526
295	0.8827586207	0.4992796575
296	0.8827586207	0.4988789933
297	0.8827586207	0.4984168293
298	0.8827586207	0.4980211521
299	0.8827586207	0.4975902331
300	0.8827586207	0.4971222516
301	0.8827586207	0.4967124912
302	0.8827586207	0.496382876
303	0.8827586207	0.4959593184
304	0.8827586207	0.4955600384
305	0.8767123288	0.4951175236
306	0.8827586207	0.494636323
307	0.8827586207	0.4941654358
308	0.8827586207	0.4937566841
309	0.8827586207	0.4933861117
310	0.8827586207	0.4929625137
311	0.8888888889	0.4925166045
312	0.8888888889	0.492068399
313	0.8888888889	0.4917831626
314	0.8888888889	0.4913635765
315	0.8888888889	0.4909315569
316	0.8888888889	0.4904866841
317	0.8888888889	0.4900347995
318	0.8888888889	0.4895819545
319	0.8888888889	0.48918205
320	0.8888888889	0.4887563831
321	0.8827586207	0.4883080338
322	0.8827586207	0.4879051285
323	0.8827586207	0.4875542185
324	0.8827586207	0.487095614
325	0.8827586207	0.4866953607
326	0.8827586207	0.4863323305
327	0.8827586207	0.4858799321
328	0.8827586207	0.4855099531
329	0.8827586207	0.4851584927
330	0.8888888889	0.4847923319
331	0.8888888889	0.4844359001
332	0.8888888889	0.4840720064
333	0.8888888889	0.483748173
334	0.8888888889	0.4833692411
335	0.8888888889	0.4828936475
336	0.8888888889	0.4824743071
337	0.8888888889	0.4820892582
338	0.8888888889	0.4816672596
339	0.8888888889	0.4811936326
340	0.8888888889	0.4808705064
341	0.8888888889	0.480436168
342	0.8888888889	0.4800960929
343	0.8888888889	0.479781583
344	0.8888888889	0.4794032788
345	0.8888888889	0.4790434458
346	0.8888888889	0.4786879356
347	0.8888888889	0.4782570994
348	0.8888888889	0.4778833016
349	0.8888888889	0.4774513073
350	0.8888888889	0.4770662827
351	0.8888888889	0.476752419
352	0.8888888889	0.4763884464
353	0.8888888889	0.4759834264
354	0.8888888889	0.4755915339
355	0.8888888889	0.4751678067
356	0.8888888889	0.4747964637
357	0.8888888889	0.4744072668
358	0.8888888889	0.4740264389
359	0.8888888889	0.473778818
360	0.8888888889	0.4734256827
361	0.8888888889	0.4731188276
362	0.8888888889	0.4726844687
363	0.8888888889	0.4723695307
364	0.8888888889	0.4720575863
365	0.8888888889	0.4716793292
366	0.8888888889	0.4712585175
367	0.8888888889	0.470949665
368	0.8888888889	0.4706695704
369	0.8888888889	0.4702701804
370	0.8888888889	0.469841878
371	0.8888888889	0.4694513154
372	0.8888888889	0.4690358709
373	0.8888888889	0.4687001513
374	0.8888888889	0.4682891021
375	0.8888888889	0.4679596216
376	0.8888888889	0.4677247378
377	0.8888888889	0.4673565069
378	0.8888888889	0.4670820989
379	0.8888888889	0.4666821966
380	0.8888888889	0.4663944454
381	0.8888888889	0.4659939026
382	0.8888888889	0.4656041344
383	0.8888888889	0.4652585746
384	0.8888888889	0.4649017886
385	0.8888888889	0.4646185242
386	0.8888888889	0.4642032042
387	0.8888888889	0.4638551952
388	0.8888888889	0.4635990176
389	0.8888888889	0.4633269323
390	0.8888888889	0.4629449829
391	0.8888888889	0.4625683198
392	0.8888888889	0.4621960808
393	0.8888888889	0.4619608008
394	0.8888888889	0.4616329657
395	0.8888888889	0.4612595878
396	0.8888888889	0.4609413809
397	0.8888888889	0.4606189788
398	0.8888888889	0.4603297099
399	0.8881118881	0.4599594718
400	0.8881118881	0.4595901222
401	0.8881118881	0.4592869641
402	0.8881118881	0.4588959447
403	0.8881118881	0.4586724742
404	0.8881118881	0.4582929986
405	0.8881118881	0.4579013123
406	0.8888888889	0.4575587061
407	0.8888888889	0.4572150388
408	0.8888888889	0.4568446269
409	0.8881118881	0.4564986808
410	0.8881118881	0.4561452159
411	0.8881118881	0.4558376908
412	0.8888888889	0.4555793184
413	0.8888888889	0.4552914162
414	0.8881118881	0.4549142409
415	0.8881118881	0.4545369723
416	0.8881118881	0.4542276556
417	0.8881118881	0.4539325567
418	0.8881118881	0.4535241433
419	0.8881118881	0.4532064773
420	0.8881118881	0.4528619319
421	0.8881118881	0.4525451197
422	0.8881118881	0.4522604509
423	0.8888888889	0.4519525588
424	0.8881118881	0.451601139
425	0.8888888889	0.4512176169
426	0.8888888889	0.4508297729
427	0.8888888889	0.4505181154
428	0.8888888889	0.4502219876
429	0.8888888889	0.4498815275
430	0.8888888889	0.4496236903
431	0.8888888889	0.4492848726
432	0.8888888889	0.4489641829
433	0.8888888889	0.4486762057
434	0.8888888889	0.4483532566
435	0.8888888889	0.4480721392
436	0.8888888889	0.4477288599
437	0.8888888889	0.4474669977
438	0.8888888889	0.4472066226
439	0.8888888889	0.4468427778
440	0.8888888889	0.4465885159
441	0.8888888889	0.4462783629
442	0.8888888889	0.4459834174
443	0.8888888889	0.4456145582
444	0.8888888889	0.4454332819
445	0.8888888889	0.4451213051
446	0.8888888889	0.444830144
447	0.8888888889	0.4444746349
448	0.8888888889	0.4441656844
449	0.8888888889	0.4438420982
450	0.8888888889	0.4434761781
451	0.8888888889	0.4431654814
452	0.8888888889	0.4428310984
453	0.8888888889	0.4424788164
454	0.8888888889	0.4421488611
455	0.8888888889	0.4417765788
456	0.8888888889	0.4414587591
457	0.8888888889	0.4411446998
458	0.8888888889	0.4409241871
459	0.8888888889	0.4406970313
460	0.8888888889	0.4404316936
461	0.8888888889	0.4400906362
462	0.8888888889	0.4397407541
463	0.8888888889	0.4393588662
464	0.8888888889	0.4390412896
465	0.8888888889	0.4387071694
466	0.8888888889	0.4384293812
467	0.8888888889	0.4381753767
468	0.8888888889	0.437942417
469	0.8888888889	0.4376622479
470	0.8888888889	0.4374320065
471	0.8888888889	0.4371261952
472	0.8888888889	0.4368456957
473	0.8888888889	0.4365673982
474	0.8888888889	0.4362618047
475	0.8888888889	0.4359234943
476	0.8888888889	0.4356805996
477	0.8888888889	0.4354350326
478	0.8888888889	0.4351720242
479	0.8888888889	0.434846086
480	0.8888888889	0.434488281
481	0.8888888889	0.4342348706
482	0.8888888889	0.4339263246
483	0.8888888889	0.4336886898
484	0.8888888889	0.4333495451
485	0.8888888889	0.433032591
486	0.8888888889	0.4328442297
487	0.8888888889	0.4325891882
488	0.8888888889	0.4323551697
489	0.8888888889	0.4321310588
490	0.8888888889	0.4318274042
491	0.8888888889	0.4315146164
492	0.8888888889	0.4312647063
493	0.8888888889	0.430974496
494	0.8888888889	0.4306509007
495	0.8888888889	0.4302527035
496	0.8888888889	0.4299410107
497	0.8888888889	0.4297086761
498	0.8888888889	0.4293966281
499	0.8888888889	0.4291507947
500	0.8888888889	0.4288504749
501	0.8888888889	0.4286225839
502	0.8888888889	0.4283655339
503	0.8888888889	0.4281402109
504	0.8888888889	0.4279216262
505	0.8888888889	0.4276481286
506	0.8888888889	0.4273797832
507	0.8888888889	0.4270356432
508	0.8888888889	0.4267390422
509	0.8888888889	0.4264057673
510	0.8888888889	0.4261266466
511	0.8888888889	0.4258417526
512	0.8888888889	0.4255603273
513	0.8888888889	0.4252694403
514	0.8888888889	0.4249839772
515	0.8888888889	0.4248302848
516	0.8888888889	0.4245925836
517	0.8888888889	0.4243280697
518	0.8888888889	0.4240801401
519	0.8888888889	0.4237849969
520	0.8888888889	0.4234816712
521	0.8888888889	0.42318615
522	0.8888888889	0.4228834229
523	0.8888888889	0.4225964794
524	0.8888888889	0.4222688233
525	0.8888888889	0.4219621061
526	0.8888888889	0.4217364576
527	0.8888888889	0.4214680922
528	0.8888888889	0.4212391105
529	0.8888888889	0.42090716
530	0.8888888889	0.4206550935
531	0.8888888889	0.4204090276
532	0.8888888889	0.4201473575
533	0.8888888889	0.419875081
534	0.8888888889	0.4196349847
535	0.8888888889	0.4194070627
536	0.8888888889	0.4192009683
537	0.8888888889	0.4189103064
538	0.8888888889	0.4186748268
539	0.8888888889	0.418384402
540	0.8888888889	0.4181100219
541	0.8888888889	0.4179064979
542	0.8888888889	0.4176828821
543	0.8888888889	0.4174292489
544	0.8888888889	0.4171991016
545	0.8888888889	0.4169187681
546	0.8888888889	0.4166534469
547	0.8888888889	0.416370225
548	0.8888888889	0.4161346974
549	0.8888888889	0.4158798579
550	0.8888888889	0.4156167608
551	0.8888888889	0.4153465694
552	0.8888888889	0.4150677776
553	0.8888888889	0.4148056044
554	0.8888888889	0.4144671674
555	0.8888888889	0.4142215143
556	0.8888888889	0.4139414924
557	0.8888888889	0.413708865
558	0.8888888889	0.4134894446
559	0.8888888889	0.4132003121
560	0.8888888889	0.4129265812
561	0.8888888889	0.412710054
562	0.8888888889	0.4124719621
563	0.8888888889	0.412345934
564	0.8888888889	0.4120772514
565	0.8888888889	0.4118442544
566	0.8888888889	0.4115459919
567	0.8951048951	0.4113101105
568	0.8951048951	0.4110485626
569	0.8951048951	0.410767777
570	0.8951048951	0.4105592752
571	0.8951048951	0.4103581747
572	0.8951048951	0.4101455803
573	0.8951048951	0.4098812401
574	0.8951048951	0.4096399735
575	0.8951048951	0.409348892
576	0.8951048951	0.4090594414
577	0.8951048951	0.4087825417
578	0.8951048951	0.4085391841
579	0.8951048951	0.4083106001
580	0.8951048951	0.4081924115
581	0.8951048951	0.4079252703
582	0.8951048951	0.4077227809
583	0.8951048951	0.4074555416
584	0.8951048951	0.4072196424
585	0.8951048951	0.4070354607
586	0.8951048951	0.4067661984
587	0.8951048951	0.4065084875
588	0.8951048951	0.4062965808
589	0.8888888889	0.4060969669
590	0.8888888889	0.4058489692
591	0.8888888889	0.4056447577
592	0.8888888889	0.4053670549
593	0.8888888889	0.4050942466
594	0.8888888889	0.4048329344
595	0.8888888889	0.404653132
596	0.8888888889	0.4043975272
597	0.8888888889	0.4041295061
598	0.8888888889	0.4038739989
599	0.8888888889	0.4036319264
600	0.8888888889	0.4034094067
601	0.8951048951	0.4031074527
602	0.8951048951	0.4028682733
603	0.8951048951	0.4027044382
604	0.8951048951	0.402477986
605	0.8951048951	0.4022266011
606	0.8951048951	0.4019571267
607	0.8951048951	0.4017061109
608	0.8951048951	0.4014998625
609	0.8951048951	0.4012123344
610	0.8951048951	0.4009703585
611	0.8951048951	0.4007456219
612	0.8951048951	0.400532991
613	0.8951048951	0.4003012829
614	0.8951048951	0.4000927571
615	0.8951048951	0.3998595516
616	0.8951048951	0.3996248513
617	0.8951048951	0.3993121377
618	0.8951048951	0.3991117448
619	0.8951048951	0.3988891765
620	0.8951048951	0.3986211293
621	0.8951048951	0.3983826372
622	0.8951048951	0.398201459
623	0.8951048951	0.3980142746
624	0.8951048951	0.3977506259
625	0.8951048951	0.3975087619
626	0.8951048951	0.3972490434
627	0.8951048951	0.3970123341
628	0.8951048951	0.3967712513
629	0.8951048951	0.3965616568
630	0.8951048951	0.3963063832
631	0.8951048951	0.3960184682
632	0.8951048951	0.3957553986
633	0.8951048951	0.3955092411
634	0.8951048951	0.3952733865
635	0.8951048951	0.3950838733
636	0.8951048951	0.3948528946
637	0.8951048951	0.3946922727
638	0.8951048951	0.3944765803
639	0.8951048951	0.3942893596
640	0.8951048951	0.3941090338
641	0.8951048951	0.3938984122
642	0.8951048951	0.3936761636
643	0.8951048951	0.3934358041
644	0.8951048951	0.3931931764
645	0.8951048951	0.3930043743
646	0.8951048951	0.3928151899
647	0.8951048951	0.3925634796
648	0.8951048951	0.3923629729
649	0.8951048951	0.3921574563
650	0.8951048951	0.3919387788
651	0.8951048951	0.3917389319
652	0.8951048951	0.3915347098
653	0.8951048951	0.3913348405
654	0.8951048951	0.3912467214
655	0.8951048951	0.3910674609
656	0.8951048951	0.3908211063
657	0.8951048951	0.3906398026
658	0.8951048951	0.3904043506
659	0.8951048951	0.3902418263
660	0.8951048951	0.3899922606
661	0.8951048951	0.3897967012
662	0.8951048951	0.3895831318
663	0.8951048951	0.389361949
664	0.8951048951	0.3891317474
665	0.8951048951	0.3889317366
666	0.8951048951	0.3887225184
667	0.8951048951	0.3885628463
668	0.8951048951	0.3883484292
669	0.8951048951	0.3880552219
670	0.8951048951	0.3878050022
671	0.8951048951	0.3875341624
672	0.8951048951	0.3873289125
673	0.8951048951	0.3870756489
674	0.8951048951	0.3868626581
675	0.8951048951	0.3866620907
676	0.8951048951	0.3864236287
677	0.8951048951	0.386215935
678	0.8951048951	0.3860516653
679	0.8951048951	0.3858400305
680	0.8951048951	0.3856095325
681	0.8951048951	0.3854822153
682	0.8951048951	0.3852691678
683	0.8951048951	0.3850740949
684	0.8951048951	0.3848731143
685	0.8951048951	0.3846855741
686	0.8951048951	0.3844713844
687	0.8951048951	0.3842651574
688	0.8951048951	0.384174386
689	0.8951048951	0.3839523003
690	0.8951048951	0.3837577932
691	0.8951048951	0.3835783618
692	0.8951048951	0.38338203
693	0.8951048951	0.3830892284
694	0.8951048951	0.3828891848
695	0.8951048951	0.382614903
696	0.8951048951	0.3823806533
697	0.8951048951	0.3821922442
698	0.8951048951	0.3820063596
699	0.8951048951	0.3818392235
700	0.8951048951	0.3815982664
701	0.8951048951	0.3813538152
702	0.8951048951	0.3811434122
703	0.8951048951	0.3809431681
704	0.8951048951	0.3808179285
705	0.8951048951	0.3806531598
706	0.8951048951	0.380434704
707	0.8951048951	0.3802184155
708	0.8951048951	0.379984819
709	0.8951048951	0.3797520367
710	0.8951048951	0.3795514731
711	0.8951048951	0.3793777225
712	0.9014084507	0.3791731613
713	0.8951048951	0.3789828743
714	0.9014084507	0.3787503787
715	0.9014084507	0.3785436512
716	0.9014084507	0.3783943528
717	0.9014084507	0.3782339558
718	0.8951048951	0.3779806494
719	0.8951048951	0.3778424542
720	0.8951048951	0.3777097434
721	0.9014084507	0.3775272916
722	0.9014084507	0.3773833678
723	0.9014084507	0.3772463451
724	0.9014084507	0.3771116993
725	0.9014084507	0.3769113382
726	0.9014084507	0.3767112603
727	0.9014084507	0.3765287181
728	0.9014084507	0.3763545596
729	0.9014084507	0.3761576363
730	0.9014084507	0.3759520108
731	0.9014084507	0.3757386295
732	0.9014084507	0.3755258978
733	0.9014084507	0.3753676794
734	0.9014084507	0.3751930871
735	0.9014084507	0.374997297
736	0.9014084507	0.3747930787
737	0.9014084507	0.3746242741
738	0.9014084507	0.3744728172
739	0.9014084507	0.3742777892
740	0.9014084507	0.374087634
741	0.9014084507	0.3738534576
742	0.9014084507	0.3737081042
743	0.9014084507	0.3735341052
744	0.9014084507	0.3733087318
745	0.9014084507	0.3731410429
746	0.9014084507	0.3728956833
747	0.9014084507	0.3726661045
748	0.9014084507	0.3725088158
749	0.9078014184	0.3723255999
750	0.9078014184	0.372128043
751	0.9014084507	0.3719541436
752	0.9014084507	0.3717346115
753	0.9078014184	0.3716069595
754	0.9078014184	0.3714192031
755	0.9078014184	0.371264065
756	0.9078014184	0.3710582435
757	0.9078014184	0.3708751813
758	0.9014084507	0.3706479344
759	0.9078014184	0.3704459405
760	0.9078014184	0.3702489073
761	0.9078014184	0.3700643758
762	0.9078014184	0.3699235233
763	0.9078014184	0.3698092797
764	0.9078014184	0.3696296072
765	0.9078014184	0.3694353415
766	0.9078014184	0.3692451541
767	0.9078014184	0.3689979454
768	0.9078014184	0.3687731277
769	0.9078014184	0.3685756763
770	0.9078014184	0.3683665203
771	0.9078014184	0.3681752089
772	0.9078014184	0.3680575589
773	0.9078014184	0.3678411864
774	0.9078014184	0.3676794736
775	0.9078014184	0.3675342754
776	0.9078014184	0.3673370897
777	0.9078014184	0.3671808091
778	0.9142857143	0.3670024589
779	0.9142857143	0.3668216154
780	0.9142857143	0.3666636468
781	0.9142857143	0.366482867
782	0.9142857143	0.3663159665
783	0.9142857143	0.3661654589
784	0.9142857143	0.3659911691
785	0.9142857143	0.3658561291
786	0.9142857143	0.3656882048
787	0.9142857143	0.3654739772
788	0.9142857143	0.365334172
789	0.9142857143	0.3651362911
790	0.9142857143	0.364916939
791	0.9142857143	0.364681566
792	0.9142857143	0.3644974021
793	0.9142857143	0.3643036034
794	0.9142857143	0.3641433331
795	0.9142857143	0.3639499602
796	0.9142857143	0.3637603293
797	0.9142857143	0.3636005276
798	0.9142857143	0.3633870128
799	0.9142857143	0.3632303063
800	0.9142857143	0.3630530607
801	0.9142857143	0.3628430692
802	0.9142857143	0.3626803557
803	0.9142857143	0.3624887841
804	0.9142857143	0.3622897857
805	0.9142857143	0.3620563437
806	0.9142857143	0.3618943221
807	0.9142857143	0.3617185175
808	0.9142857143	0.3615820224
809	0.9142857143	0.3614406696
810	0.9142857143	0.3612621755
811	0.9142857143	0.3611427715
812	0.9142857143	0.3609844459
813	0.9142857143	0.3607964031
814	0.9142857143	0.3606298148
815	0.9142857143	0.3604593226
816	0.9142857143	0.3602623848
817	0.9142857143	0.3600849945
818	0.9142857143	0.3599387065
819	0.9142857143	0.3597678904
820	0.9142857143	0.3595446576
821	0.9142857143	0.3593686186
822	0.9142857143	0.359177876
823	0.9142857143	0.3590295861
824	0.9142857143	0.3588350979
825	0.9142857143	0.3586080956
826	0.9142857143	0.3584258637
827	0.9142857143	0.3582822036
828	0.9142857143	0.3580939923
829	0.9142857143	0.3578901933
830	0.9142857143	0.3577051294
831	0.9142857143	0.3574810302
832	0.9142857143	0.3572563693
833	0.9142857143	0.357062735
834	0.9142857143	0.3568867742
835	0.9142857143	0.356687335
836	0.9142857143	0.3565239601
837	0.9142857143	0.3563534631
838	0.9142857143	0.3562057133
839	0.9142857143	0.3560135939
840	0.9142857143	0.3558080436
841	0.9142857143	0.3556449916
842	0.9142857143	0.3554711308
843	0.9142857143	0.3553290043
844	0.9142857143	0.3551791671
845	0.9142857143	0.3549504895
846	0.9142857143	0.3547436531
847	0.9142857143	0.3545384796
848	0.9142857143	0.3543816904
849	0.9142857143	0.3541959444
850	0.9142857143	0.3540239723
851	0.9142857143	0.3538726945
852	0.9142857143	0.3537221859
853	0.9142857143	0.3535213064
854	0.9142857143	0.353388249
855	0.9142857143	0.3531889942
856	0.9142857143	0.3530509584
857	0.9142857143	0.352887371
858	0.9142857143	0.352708904
859	0.9142857143	0.352585217
860	0.9142857143	0.3524648255
861	0.9142857143	0.3522796547
862	0.9142857143	0.3521142906
863	0.9142857143	0.3519802924
864	0.9142857143	0.3517920215
865	0.9142857143	0.3516567713
866	0.9142857143	0.3514664162
867	0.9142857143	0.3513107561
868	0.9142857143	0.3511127229
869	0.9142857143	0.3509234505
870	0.914893617	0.3507458256
871	0.914893617	0.350532358
872	0.914893617	0.3503177304
873	0.914893617	0.3501015224
874	0.914893617	0.34990862
875	0.914893617	0.3496656344
876	0.914893617	0.3494610517
877	0.914893617	0.3493162841
878	0.914893617	0.3492057032
879	0.914893617	0.3490392212
880	0.914893617	0.3488670186
881	0.914893617	0.3487276933
882	0.914893617	0.3485466836
883	0.914893617	0.3483602435
884	0.914893617	0.3482092659
885	0.914893617	0.348014842
886	0.914893617	0.3478764366
887	0.914893617	0.347750787
888	0.914893617	0.3475662004
889	0.914893617	0.3473996517
890	0.914893617	0.3472581402
891	0.914893617	0.3471014763
892	0.914893617	0.3469386129
893	0.914893617	0.3467699849
894	0.914893617	0.3465881818
